Name,CLs,CDs,CMs,Xtr_Top,Xtr_Bot,CLmax,Score,Failure_Reason
s7055.dat,"[0.1, 0.3]","[array([0.00734669, 0.00536839])]","[array([-0.06729244, -0.06431143])]","[array([0.7142736 , 0.64585133])]","[array([0.03674038, 0.58876603])]",1.2841942566628488,-13.698630737547724,None
e207.dat,"[0.1, 0.3]","[array([0.00615796, 0.00568852])]","[array([-0.04838893, -0.04701903])]","[array([0.57501928, 0.53249441])]","[array([0.49660134, 0.67879087])]",1.2173521574403312,-13.72097945299284,None
fx63110.dat,"[0.1, 0.3]","[array([0.00755349, 0.00687813])]","[array([-0.15363203, -0.15534273])]","[array([0.81147805, 0.75978694])]","[array([0.02666343, 0.06007137])]",1.6274150769743878,-13.722158196840274,None
hq3014.dat,"[0.1, 0.3]","[array([0.00645723, 0.00564351])]","[array([-0.08858637, -0.08787816])]","[array([0.72861001, 0.68350874])]","[array([0.28431991, 0.573007  ])]",1.4107399355880677,-13.776862092505787,None
e836.dat,"[0.1, 0.3]","[array([0.0049155 , 0.00511912])]","[array([-0.00057812, -0.00140672])]","[array([0.72534389, 0.64639345])]","[array([0.75376094, 0.78608088])]",0.7548074868939124,-13.82726724210899,None
n14.dat,"[0.1, 0.3]","[array([0.00463292, 0.00637844])]","[array([0.0041018, 0.0123684])]","[array([0.67164936, 0.31909353])]","[array([0.83517526, 0.92105381])]",1.078748136034836,-13.839632686369898,None
mh38.dat,"[0.1, 0.3]","[array([0.00704   , 0.00631714])]","[array([-0.09211361, -0.09357892])]","[array([0.70434507, 0.66131449])]","[array([0.07844501, 0.26963751])]",1.3001439297449846,-13.848554478858027,None
tempest1.dat,"[0.1, 0.3]","[array([0.00490229, 0.00528373])]","[array([-0.01591042, -0.00641268])]","[array([0.69846626, 0.59235418])]","[array([0.77043598, 0.88808801])]",1.0707521102280588,-13.849222916420187,None
goe195.dat,"[0.1, 0.3]","[array([0.00830509, 0.00702781])]","[array([-0.13687178, -0.1355716 ])]","[array([0.89214683, 0.77848523])]","[array([0.01428271, 0.02079784])]",1.5894102926958482,-13.853378719075668,None
fx60177.dat,"[0.1, 0.3]","[array([0.00546776, 0.00532139])]","[array([-0.12946206, -0.13293302])]","[array([0.86003531, 0.8226021 ])]","[array([0.56080978, 0.66023113])]",1.4057065924315397,-13.854990057454103,None
fg1.dat,"[0.1, 0.3]","[array([0.00771176, 0.00644265])]","[array([-0.08082044, -0.07478062])]","[array([0.88137254, 0.79940438])]","[array([0.01962389, 0.02531281])]",1.3887607638938033,-13.858969232521606,None
mh116.dat,"[0.1, 0.3]","[array([0.00757174, 0.00612032])]","[array([-0.11804568, -0.11872661])]","[array([0.80069392, 0.75151957])]","[array([0.01963187, 0.2261511 ])]",1.3806288821293784,-13.885873048097793,None
e521.dat,"[0.1, 0.3]","[array([0.00506576, 0.00558218])]","[array([-0.00073402, -0.00131081])]","[array([0.69234756, 0.55231552])]","[array([0.73307187, 0.76216889])]",1.0404732493903632,-13.90684482551364,None
rhodesg30.dat,"[0.1, 0.3]","[array([0.00676466, 0.00668823])]","[array([-0.06765433, -0.06644303])]","[array([0.7452329 , 0.62971184])]","[array([0.08684887, 0.15557589])]",1.3667282790884054,-13.947886617366505,None
n13.dat,"[0.1, 0.3]","[array([0.00478624, 0.00616467])]","[array([-0.0034582 ,  0.00597926])]","[array([0.66149061, 0.34266439])]","[array([0.74720458, 0.92655463])]",1.0485246505392867,-13.950456706542965,None
goe409.dat,"[0.1, 0.3]","[array([0.00496536, 0.00592119])]","[array([0.00195431, 0.00748261])]","[array([0.6268807 , 0.42271629])]","[array([0.76938567, 0.89232955])]",1.0951685678238743,-13.951976924923343,None
tsagi12.dat,"[0.1, 0.3]","[array([0.00514579, 0.00592604])]","[array([ 0.00580698, -0.00175832])]","[array([0.550978  , 0.49287953])]","[array([0.92744425, 0.95919152])]",1.051430718328101,-13.965796107421035,None
e68.dat,"[0.1, 0.3]","[array([0.00653281, 0.00567874])]","[array([-0.11615366, -0.11542987])]","[array([0.80263299, 0.75250843])]","[array([0.23513474, 0.4471722 ])]",1.3087760522082055,-13.980545276540676,None
clarkys.dat,"[0.1, 0.3]","[array([0.00524628, 0.00663219])]","[array([0.03537025, 0.03344323])]","[array([0.52172317, 0.42307559])]","[array([0.93053245, 0.92907035])]",1.264213727634745,-13.989559346981402,None
ls013.dat,"[0.1, 0.3]","[array([0.00546789, 0.00606803])]","[array([-0.00127269, -0.00462322])]","[array([0.69784897, 0.5247179 ])]","[array([0.74169759, 0.76564042])]",1.2104731407848444,-14.001693104539985,None
c141f.dat,"[0.1, 0.3]","[array([0.00719285, 0.00652323])]","[array([-0.07987216, -0.07653417])]","[array([0.92359956, 0.83389897])]","[array([0.0556411 , 0.06296158])]",1.4414972408786284,-14.027926763585505,None
s4061.dat,"[0.1, 0.3]","[array([0.00749383, 0.00621993])]","[array([-0.08263867, -0.08372378])]","[array([0.7216123 , 0.68046617])]","[array([0.02775505, 0.23124217])]",1.3444795378308743,-14.03022696111975,None
du84132v.dat,"[0.1, 0.3]","[array([0.00687582, 0.00544414])]","[array([-0.10854822, -0.10666812])]","[array([0.77880185, 0.71225199])]","[array([0.16917021, 0.54658167])]",1.3880106455328671,-14.033540919177565,None
clarkv.dat,"[0.1, 0.3]","[array([0.00705035, 0.00578315])]","[array([-0.1039945 , -0.10236945])]","[array([0.85902394, 0.79045314])]","[array([0.07420615, 0.35187469])]",1.356754883804038,-14.05690138830302,None
e403.dat,"[0.1, 0.3]","[array([0.00665602, 0.00530399])]","[array([-0.15262836, -0.15861666])]","[array([0.89526176, 0.88566405])]","[array([0.26939021, 0.55661841])]",1.308963893750637,-14.061935497086726,None
e557.dat,"[0.1, 0.3]","[array([0.00601502, 0.00629648])]","[array([-0.14712012, -0.14620757])]","[array([0.76441304, 0.69058317])]","[array([0.39151845, 0.42945749])]",1.4879679158456913,-14.07999536561307,None
n0012.dat,"[0.1, 0.3]","[array([0.00536384, 0.00614239])]","[array([0.00062299, 0.00343071])]","[array([0.55147301, 0.34906513])]","[array([0.72495434, 0.90250541])]",1.1929294010900522,-14.08434881451322,None
naca642415.dat,"[0.1, 0.3]","[array([0.00583838, 0.00600424])]","[array([-0.07854545, -0.08095114])]","[array([0.6511511 , 0.61690708])]","[array([0.52762147, 0.59244949])]",1.359037269704491,-14.134456412763946,None
n642415.dat,"[0.1, 0.3]","[array([0.00583838, 0.00600424])]","[array([-0.07854545, -0.08095114])]","[array([0.6511511 , 0.61690708])]","[array([0.52762147, 0.59244949])]",1.359037269704491,-14.134456412763946,None
s2091.dat,"[0.1, 0.3]","[array([0.00741149, 0.00667028])]","[array([-0.07932621, -0.07978121])]","[array([0.68845649, 0.62401538])]","[array([0.03721814, 0.14051251])]",1.481660861595991,-14.137138335505835,None
mh110.dat,"[0.1, 0.3]","[array([0.00552378, 0.00632792])]","[array([0.03589232, 0.02785515])]","[array([0.32267834, 0.27533865])]","[array([0.9675655 , 0.98968117])]",1.0438646289671802,-14.149873661727668,None
s102b.dat,"[0.1, 0.3]","[array([0.00604226, 0.00620744])]","[array([-0.07846805, -0.08201158])]","[array([0.69471566, 0.6671515 ])]","[array([0.58496428, 0.59846131])]",1.4562293563031152,-14.161071292303992,None
raf30.dat,"[0.1, 0.3]","[array([0.00538027, 0.00588868])]","[array([0.00106166, 0.00374042])]","[array([0.58480916, 0.43472057])]","[array([0.69438155, 0.77162821])]",1.1099380124368172,-14.163636986807106,None
hq3513.dat,"[0.1, 0.3]","[array([0.00747822, 0.00551395])]","[array([-0.1033381 , -0.10292705])]","[array([0.75625054, 0.71102699])]","[array([0.0632357 , 0.56039731])]",1.4542420984461115,-14.190504247525027,None
naca652415a05.dat,"[0.1, 0.3]","[array([0.00588385, 0.00571748])]","[array([-0.05679063, -0.05985859])]","[array([0.64786894, 0.63297088])]","[array([0.59452692, 0.70263506])]",1.3129671825725462,-14.19783349764155,None
goe617.dat,"[0.1, 0.3]","[array([0.00568216, 0.00555946])]","[array([-0.0288915 , -0.01860387])]","[array([0.61808629, 0.51924732])]","[array([0.61698965, 0.92214307])]",1.2410418106236065,-14.203901591246904,None
k3311sm.dat,"[0.1, 0.3]","[array([0.00744801, 0.00563287])]","[array([-0.07780091, -0.07709434])]","[array([0.69697681, 0.62448076])]","[array([0.04646921, 0.57233889])]",1.3066615752615558,-14.241700046883864,None
dae51.dat,"[0.1, 0.3]","[array([0.0076547 , 0.00665212])]","[array([-0.09944905, -0.10109268])]","[array([0.77817618, 0.73950536])]","[array([0.01259276, 0.07354804])]",1.4302868248053227,-14.257181495748458,None
n63415.dat,"[0.1, 0.3]","[array([0.00593492, 0.00601926])]","[array([-0.07792141, -0.08003255])]","[array([0.64698086, 0.6087867 ])]","[array([0.50240211, 0.57498416])]",1.3579164976354992,-14.266742739969065,None
amsoil1.dat,"[0.1, 0.3]","[array([0.00749713, 0.00552637])]","[array([-0.0484193 , -0.05024476])]","[array([0.73137531, 0.68160767])]","[array([0.08312689, 0.68632116])]",1.406612027626278,-14.281423384906294,None
oaf102.dat,"[0.1, 0.3]","[array([0.00731393, 0.00701775])]","[array([-0.11273691, -0.1151648 ])]","[array([0.75321364, 0.71458716])]","[array([0.22075974, 0.31541168])]",1.4567549965556477,-14.294442019813175,None
naca001064.dat,"[0.1, 0.3]","[array([0.00430504, 0.00695806])]","[array([0.00212074, 0.00821769])]","[array([0.73691719, 0.18098708])]","[array([0.89409551, 0.95109845])]",0.9178381262314163,-14.296118870597649,None
goe490.dat,"[0.1, 0.3]","[array([0.00714398, 0.00655613])]","[array([-0.08376866, -0.07880249])]","[array([0.79602946, 0.67588486])]","[array([0.03865523, 0.17352826])]",1.272025600083963,-14.30136521700008,None
curtisc72.dat,"[0.1, 0.3]","[array([0.00736479, 0.00631094])]","[array([-0.09938543, -0.09995514])]","[array([0.76564156, 0.7043207 ])]","[array([0.05787391, 0.24627686])]",1.4906928612286383,-14.332874550585453,None
s102s.dat,"[0.1, 0.3]","[array([0.00602981, 0.0061761 ])]","[array([-0.07950632, -0.08166327])]","[array([0.68968961, 0.6633986 ])]","[array([0.58155794, 0.59764507])]",1.4088897091023502,-14.343778641463603,None
nacam6.dat,"[0.1, 0.3]","[array([0.00530133, 0.0063807 ])]","[array([0.01433499, 0.00084331])]","[array([0.54129238, 0.49157321])]","[array([0.95712163, 0.96795221])]",1.175305017629492,-14.353552337268766,None
davis.dat,"[0.1, 0.3]","[array([0.00665391, 0.00620257])]","[array([-0.09149935, -0.0884938 ])]","[array([0.76294746, 0.69477096])]","[array([0.1589504 , 0.31851394])]",1.2631048506129445,-14.356591479989117,None
e636.dat,"[0.1, 0.3]","[array([0.00596871, 0.00657375])]","[array([0.02313083, 0.01527383])]","[array([0.40513154, 0.37019593])]","[array([0.79609001, 0.97832653])]",1.3728543709128946,-14.358579940371174,None
k3311.dat,"[0.1, 0.3]","[array([0.0075277, 0.0056264])]","[array([-0.07784011, -0.07664392])]","[array([0.69718706, 0.62479695])]","[array([0.03779358, 0.5791515 ])]",1.2967804254834387,-14.363771984306448,None
doa5.dat,"[0.1, 0.3]","[array([0.00604128, 0.00539776])]","[array([-0.11067145, -0.10863359])]","[array([0.83198266, 0.79352806])]","[array([0.41755439, 0.61134757])]",1.323882984253302,-14.365034442945667,None
b540ols.dat,"[0.1, 0.3]","[array([0.00657952, 0.00631366])]","[array([-0.00031479,  0.00213239])]","[array([0.38355356, 0.24521207])]","[array([0.53116891, 0.95550043])]",1.238837028788778,-14.38182300834694,None
e201.dat,"[0.1, 0.3]","[array([0.00667979, 0.00598118])]","[array([-0.07889663, -0.07873788])]","[array([0.64342438, 0.60102572])]","[array([0.28170031, 0.54536349])]",1.2529350573998141,-14.391453434888312,None
naca652215.dat,"[0.1, 0.3]","[array([0.00567317, 0.00574821])]","[array([-0.04066252, -0.04328598])]","[array([0.67103121, 0.64715562])]","[array([0.65183713, 0.67655907])]",1.210446694231215,-14.402754497478902,None
eh3012.dat,"[0.1, 0.3]","[array([0.00618837, 0.00573736])]","[array([0.00318347, 0.0094731 ])]","[array([0.45085265, 0.40567546])]","[array([0.62812718, 0.92548115])]",1.1958127247297239,-14.410648558124436,None
fx61140.dat,"[0.1, 0.3]","[array([0.00645118, 0.0060546 ])]","[array([-0.11024176, -0.11631911])]","[array([0.62127413, 0.55644526])]","[array([0.36364713, 0.62535833])]",1.3749657954926078,-14.414901284181274,None
w1011.dat,"[0.1, 0.3]","[array([0.00595025, 0.00633945])]","[array([-4.67015897e-05,  2.00411340e-03])]","[array([0.45744065, 0.2920336 ])]","[array([0.61569814, 0.80255862])]",1.1987820652651704,-14.416880284783076,None
hq3015.dat,"[0.1, 0.3]","[array([0.00638938, 0.00582013])]","[array([-0.08765716, -0.08719609])]","[array([0.7124673 , 0.66812966])]","[array([0.35001064, 0.56732727])]",1.4206854107519762,-14.417350132564962,None
e214.dat,"[0.1, 0.3]","[array([0.00774944, 0.00635142])]","[array([-0.14584286, -0.14493318])]","[array([0.90956455, 0.80680623])]","[array([0.01250595, 0.11672435])]",1.4388930613719157,-14.426681455920985,None
mh108.dat,"[0.1, 0.3]","[array([0.00577132, 0.00603949])]","[array([0.02114274, 0.02012393])]","[array([0.36667675, 0.31808462])]","[array([0.74987797, 0.96090808])]",1.1459298694980025,-14.433587899996269,None
sc1095r8.dat,"[0.1, 0.3]","[array([0.00776533, 0.00623771])]","[array([-0.02026271, -0.01557655])]","[array([0.57924343, 0.28047696])]","[array([0.04457502, 0.93248308])]",1.5417675605837493,-14.436386590789198,None
goe500.dat,"[0.1, 0.3]","[array([0.00800033, 0.00697291])]","[array([-0.16784128, -0.1684034 ])]","[array([0.83644275, 0.7993216 ])]","[array([0.03582457, 0.06307935])]",1.5524055488915163,-14.449388517622065,None
goe766.dat,"[0.1, 0.3]","[array([0.00593499, 0.00615115])]","[array([0.00580328, 0.00998317])]","[array([0.36700791, 0.31682802])]","[array([0.71614422, 0.93744951])]",1.2738225851073723,-14.462227146745192,None
sd7034.dat,"[0.1, 0.3]","[array([0.00744451, 0.00667308])]","[array([-0.07828271, -0.07894956])]","[array([0.68240308, 0.62088137])]","[array([0.0411947 , 0.16077792])]",1.4700602025569132,-14.487476660440727,None
nplx.dat,"[0.1, 0.3]","[array([0.0048753 , 0.00716542])]","[array([-0.05616888, -0.0513335 ])]","[array([0.82261942, 0.28248132])]","[array([0.56327971, 0.60769998])]",1.011123093555455,-14.48827636596507,None
sc1094r8.dat,"[0.1, 0.3]","[array([0.00776164, 0.00623285])]","[array([-0.02129988, -0.01897834])]","[array([0.57752888, 0.27992557])]","[array([0.04446596, 0.93087863])]",1.54220496436663,-14.495243400736854,None
vr7.dat,"[0.1, 0.3]","[array([0.0075717 , 0.00537437])]","[array([-0.04413879, -0.04301163])]","[array([0.59042363, 0.54857369])]","[array([0.11777263, 0.74402576])]",1.359442845295868,-14.512581930901774,None
fx79k144.dat,"[0.1, 0.3]","[array([0.00607668, 0.00566898])]","[array([-0.06848952, -0.07143499])]","[array([0.72475783, 0.71675834])]","[array([0.5667437, 0.8207283])]",1.2443425485698647,-14.52845068509237,None
sg6042.dat,"[0.1, 0.3]","[array([0.00777089, 0.00668408])]","[array([-0.12469696, -0.12318697])]","[array([0.86449042, 0.81883041])]","[array([0.01760973, 0.04504597])]",1.4740474831625394,-14.530572906410447,None
goe547.dat,"[0.1, 0.3]","[array([0.00745085, 0.0062378 ])]","[array([-0.12044151, -0.11938821])]","[array([0.80908098, 0.76481521])]","[array([0.04193335, 0.20739306])]",1.3486414093751127,-14.538890575420051,None
e195.dat,"[0.1, 0.3]","[array([0.00685185, 0.00584052])]","[array([-0.0694653 , -0.06891136])]","[array([0.62242071, 0.58873306])]","[array([0.26431792, 0.58987733])]",1.2398672614932416,-14.539480946451704,None
sd6080.dat,"[0.1, 0.3]","[array([0.00768864, 0.00637231])]","[array([-0.07737539, -0.0782626 ])]","[array([0.71225935, 0.66612724])]","[array([0.01442319, 0.18424059])]",1.30097102275796,-14.56187295244515,None
e854.dat,"[0.1, 0.3]","[array([0.00633461, 0.00624925])]","[array([-0.11703013, -0.11670734])]","[array([0.69489367, 0.63001733])]","[array([0.31837456, 0.49303497])]",1.2949617107591445,-14.57737508640038,None
rc410.dat,"[0.1, 0.3]","[array([0.00728569, 0.00613208])]","[array([-0.00452896,  0.0003281 ])]","[array([0.62241794, 0.27451291])]","[array([0.12718493, 0.99900327])]",1.4146865850593051,-14.580773684120008,None
ea61012.dat,"[0.1, 0.3]","[array([0.00519443, 0.0068294 ])]","[array([0.00036732, 0.00263583])]","[array([0.63935946, 0.28035842])]","[array([0.70604403, 0.73658648])]",1.1716676379610818,-14.6105857757282,None
clarkw.dat,"[0.1, 0.3]","[array([0.00706526, 0.00631583])]","[array([-0.08503603, -0.08380255])]","[array([0.78130564, 0.71896809])]","[array([0.09009003, 0.24951048])]",1.375404276905266,-14.632855797753916,None
naca23012.dat,"[0.1, 0.3]","[array([0.00598591, 0.00634509])]","[array([-0.00924622, -0.00598125])]","[array([0.48894013, 0.32664311])]","[array([0.63272645, 0.89799915])]",1.327833584602825,-14.63332719815427,None
s2027.dat,"[0.1, 0.3]","[array([0.00611584, 0.00611767])]","[array([-0.0553472 , -0.05682068])]","[array([0.5922622 , 0.54241908])]","[array([0.51048179, 0.60807017])]",1.360845318624157,-14.635166916641403,None
e171.dat,"[0.1, 0.3]","[array([0.00565502, 0.00568112])]","[array([-0.00014156, -0.00045494])]","[array([0.5880974 , 0.52627107])]","[array([0.64194151, 0.69840392])]",0.9163049547038712,-14.637453634663943,None
e556.dat,"[0.1, 0.3]","[array([0.00601079, 0.00640315])]","[array([-0.12787098, -0.12695934])]","[array([0.73881178, 0.66225861])]","[array([0.42934214, 0.4502343 ])]",1.4159192025839615,-14.658692102446363,None
sg6051.dat,"[0.1, 0.3]","[array([0.00724371, 0.0059288 ])]","[array([-0.07763407, -0.08089051])]","[array([0.76187051, 0.7288114 ])]","[array([0.17999755, 0.55741361])]",1.3845024380357627,-14.662020152177552,None
joukowsk.dat,"[0.1, 0.3]","[array([0.00614368, 0.00654566])]","[array([-0.00011839, -0.0001219 ])]","[array([0.43887367, 0.31446622])]","[array([0.55776047, 0.67874398])]",1.2636138642302208,-14.704635585408917,None
mb253515sm.dat,"[0.1, 0.3]","[array([0.00558857, 0.00547718])]","[array([-0.03933217, -0.03931742])]","[array([0.62552414, 0.58284064])]","[array([0.66633046, 0.77042825])]",1.124156798310532,-14.722276236845616,None
naca001264.dat,"[0.1, 0.3]","[array([0.00460752, 0.00684656])]","[array([0.00117279, 0.0087439 ])]","[array([0.73083136, 0.25480953])]","[array([0.8438421 , 0.91945689])]",1.0865726708697718,-14.729167538384427,None
hq3514.dat,"[0.1, 0.3]","[array([0.00737318, 0.00566053])]","[array([-0.10346551, -0.10359797])]","[array([0.73908119, 0.69924926])]","[array([0.1136465 , 0.55638627])]",1.4578851387438567,-14.730277752343117,None
n63215.dat,"[0.1, 0.3]","[array([0.00591576, 0.00597971])]","[array([-0.03949769, -0.04156187])]","[array([0.612051  , 0.57320038])]","[array([0.57467911, 0.62001573])]",1.2608748597480286,-14.763658236417468,None
s4233.dat,"[0.1, 0.3]","[array([0.00654529, 0.00580404])]","[array([-0.07328995, -0.07453909])]","[array([0.65853453, 0.61677784])]","[array([0.30728346, 0.59330789])]",1.2598931674853748,-14.764377900710032,None
goe430.dat,"[0.1, 0.3]","[array([0.00727449, 0.00695389])]","[array([-0.15556294, -0.15646178])]","[array([0.800119  , 0.72677035])]","[array([0.11221879, 0.16342148])]",1.6370762895162771,-14.766568850994876,None
goe459.dat,"[0.1, 0.3]","[array([0.00521502, 0.00620692])]","[array([0.00354923, 0.01188896])]","[array([0.58956874, 0.3484309 ])]","[array([0.73426963, 0.88768841])]",1.1063129348722098,-14.786060150188563,None
